CustomerID(String),ContactName(String),CompanyName(String),Address(String),Phone(String),Fax(String),OrderID(Integer),ProductID(Integer),ProductName(String),CategoryID(Integer),Quantity(Integer),UnitPrice(Float),OrderDate(DateTime)
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10280,75,Rhonbrau Klosterbier,1,30,"6.2",09/14/1994 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10626,60,Camembert Pierrot,4,20,34,09/11/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10572,40,Boston Crab Meat,8,50,"18.4",07/19/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10278,73,Rod Kaviar,8,25,12,09/12/1994 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10654,4,Chef Anton's Cajun Seasoning,2,12,22,10/03/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10654,39,Chartreuse verte,1,20,18,10/03/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10733,28,Rossle Sauerkraut,7,20,"45.6",12/08/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10733,52,Filo Mix,5,25,7,12/08/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10384,20,Sir Rodney's Marmalade,3,28,"64.8",01/16/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10866,24,Guarana Fantastica,1,6,"4.5",03/05/1996 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10857,29,Thuringer Rostbratwurst,6,10,"123.79",02/28/1996 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10278,44,Gula Malacca,2,16,"15.5",09/12/1994 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10837,13,Konbu,8,6,6,02/16/1996 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10524,43,Ipoh Coffee,1,60,46,06/01/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10278,63,Vegie-spread,2,8,"35.1",09/12/1994 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10524,30,Nord-Ost Matjeshering,8,10,"25.89",06/01/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10866,30,Nord-Ost Matjeshering,8,40,"25.89",03/05/1996 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10875,19,Teatime Chocolate Biscuits,3,25,"9.2",03/08/1996 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10280,24,Guarana Fantastica,1,12,"3.6",09/14/1994 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10924,10,Ikura,8,20,31,04/03/1996 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10572,32,Mascarpone Fabioli,4,10,32,07/19/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10733,14,Tofu,7,16,"23.25",12/08/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10778,41,Jack's New England Clam Chowder,8,10,"9.65",01/16/1996 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10524,10,Ikura,8,2,31,06/01/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10444,41,Jack's New England Clam Chowder,8,30,"7.7",03/15/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10626,71,Flotemysost,4,20,"21.5",09/11/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10837,40,Boston Crab Meat,8,25,"18.4",02/16/1996 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10672,71,Flotemysost,4,12,"21.5",10/18/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10572,16,Pavlova,3,12,"17.45",07/19/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10837,47,Zaanse koeken,3,40,"9.5",02/16/1996 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10626,53,Perth Pasties,6,12,"32.8",09/11/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10875,47,Zaanse koeken,3,21,"9.5",03/08/1996 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10924,28,Rossle Sauerkraut,7,30,"45.6",04/03/1996 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10866,2,Chang,1,21,19,03/05/1996 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10924,75,Rhonbrau Klosterbier,1,6,"7.75",04/03/1996 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10672,38,Cote de Blaye,1,15,"263.5",10/18/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10444,35,Steeleye Stout,1,8,"14.4",03/15/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10444,17,Alice Mutton,6,10,"31.2",03/15/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10278,59,Raclette Courdavault,4,15,44,09/12/1994 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10875,49,Maxilaku,3,15,20,03/08/1996 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10444,26,Gumbar Gummibarchen,3,15,"24.9",03/15/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10654,54,Tourtiere,6,6,"7.45",10/03/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10445,54,Tourtiere,6,15,"5.9",03/16/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10445,39,Chartreuse verte,1,6,"14.4",03/16/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10689,1,Chai,1,35,18,11/01/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10524,54,Tourtiere,6,15,"7.45",06/01/1995 0:00:00
BERGS,Christina Berglund,Berglunds snabbkop,Berguvsvagen  8,0921-12 34 65,0921-12 34 67,10837,76,Lakkalikoori,1,21,18,02/16/1996 0:00:00
BLAUS,Hanna Moos,Blauer See Delikatessen,Forsterstr. 57,0621-08460,0621-08924,11058,21,Sir Rodney's Scones,3,3,10,05/29/1996 0:00:00
BLAUS,Hanna Moos,Blauer See Delikatessen,Forsterstr. 57,0621-08460,0621-08924,10582,76,Lakkalikoori,1,14,18,07/28/1995 0:00:00
BLAUS,Hanna Moos,Blauer See Delikatessen,Forsterstr. 57,0621-08460,0621-08924,10956,51,Manjimup Dried Apples,7,8,53,04/16/1996 0:00:00
BLAUS,Hanna Moos,Blauer See Delikatessen,Forsterstr. 57,0621-08460,0621-08924,10509,28,Rossle Sauerkraut,7,3,"45.6",05/18/1995 0:00:00
BLAUS,Hanna Moos,Blauer See Delikatessen,Forsterstr. 57,0621-08460,0621-08924,10501,54,Tourtiere,6,20,"7.45",05/10/1995 0:00:00
BLAUS,Hanna Moos,Blauer See Delikatessen,Forsterstr. 57,0621-08460,0621-08924,10614,11,Queso Cabrales,4,14,21,08/29/1995 0:00:00
BLAUS,Hanna Moos,Blauer See Delikatessen,Forsterstr. 57,0621-08460,0621-08924,11058,61,Sirop d'erable,2,4,"28.5",05/29/1996 0:00:00
BLAUS,Hanna Moos,Blauer See Delikatessen,Forsterstr. 57,0621-08460,0621-08924,10956,47,Zaanse koeken,3,14,"9.5",04/16/1996 0:00:00
BLAUS,Hanna Moos,Blauer See Delikatessen,Forsterstr. 57,0621-08460,0621-08924,10582,57,Ravioli Angelo,5,4,"19.5",07/28/1995 0:00:00
BLAUS,Hanna Moos,Blauer See Delikatessen,Forsterstr. 57,0621-08460,0621-08924,11058,60,Camembert Pierrot,4,21,34,05/29/1996 0:00:00
BLAUS,Hanna Moos,Blauer See Delikatessen,Forsterstr. 57,0621-08460,0621-08924,10614,39,Chartreuse verte,1,5,18,08/29/1995 0:00:00
BLAUS,Hanna Moos,Blauer See Delikatessen,Forsterstr. 57,0621-08460,0621-08924,10614,21,Sir Rodney's Scones,3,8,10,08/29/1995 0:00:00
BLAUS,Hanna Moos,Blauer See Delikatessen,Forsterstr. 57,0621-08460,0621-08924,10956,21,Sir Rodney's Scones,3,12,10,04/16/1996 0:00:00
BLAUS,Hanna Moos,Blauer See Delikatessen,Forsterstr. 57,0621-08460,0621-08924,10853,18,Carnarvon Tigers,8,10,"62.5",02/27/1996 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10449,10,Ikura,8,14,"24.8",03/21/1995 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10297,72,Mozzarella di Giovanni,4,20,"27.8",10/05/1994 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10559,41,Jack's New England Clam Chowder,8,12,"9.65",07/06/1995 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10559,55,Pate chinois,6,18,24,07/06/1995 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10566,76,Lakkalikoori,1,10,18,07/13/1995 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10360,29,Thuringer Rostbratwurst,6,35,99,12/23/1994 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10360,28,Rossle Sauerkraut,7,30,"36.4",12/23/1994 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10628,1,Chai,1,25,18,09/12/1995 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10360,38,Cote de Blaye,1,10,"210.8",12/23/1994 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10826,31,Gorgonzola Telino,4,35,"12.5",02/12/1996 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10449,52,Filo Mix,5,20,"5.6",03/21/1995 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10360,54,Tourtiere,6,28,"5.9",12/23/1994 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10566,18,Carnarvon Tigers,8,18,"62.5",07/13/1995 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10436,75,Rhonbrau Klosterbier,1,24,"6.2",03/08/1995 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10436,46,Spegesild,8,5,"9.6",03/08/1995 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10297,39,Chartreuse verte,1,60,"14.4",10/05/1994 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10360,49,Maxilaku,3,35,16,12/23/1994 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10265,17,Alice Mutton,6,30,"31.2",08/25/1994 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10449,62,Tarte au sucre,3,35,"39.4",03/21/1995 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10826,57,Ravioli Angelo,5,15,"19.5",02/12/1996 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10265,70,Outback Lager,1,20,12,08/25/1994 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10436,64,Wimmers gute Semmelknodel,5,30,"26.6",03/08/1995 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10436,56,Gnocchi di nonna Alice,5,40,"30.4",03/08/1995 0:00:00
BLONP,Frederique Citeaux,Blondel pere et fils,"24, place Kleber",88.60.15.31,88.60.15.32,10679,59,Raclette Courdavault,4,12,55,10/24/1995 0:00:00
